title_eng,title_eng_dub,title_jap,poster_link,no_episodes,status,aired_start,aired_end,studio,duration,tags,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ping Pong the Animation ,Ping Pong the Animation ,ピンポン THE ANIMATION ,https://i.animepahe.com/posters/84867e51f2d528ae9c3e6e99220af07e.jpg ,11,Finished Airing ,Apr 11 2014 ,Apr 11 2014 ,Tatsunoko Production ,23 minutes ,Drama;Psychological;Seinen;Sports ,"""The hero comes. The hero comes. The hero comes. Chant these words in your mind;; and I'll surely come to you..."" This mantra is what Makoto Tsukimoto repeats as a source of motivation when he fights through the stress of not only grueling ping pong matches;; but also in situations of his life. Makoto doesn't fight alone; he and his friend;; Yutaka Hoshino;; nicknamed Smile and Peco respectively;; are two boys who have grown up playing ping pong together nearly every day. Peco;; brimming with confidence;; aims to be the best table tennis player in the world; Smile;; on the other hand;; shows little ambition. Nevertheless;; the two have always stuck together;; with a bond built upon their mutual love for this sport.Every year;; students from all across Japan gather for the inter-high table tennis competition to achieve national and international stardom. Through intense training and competition;; only the very best persevere.From the avant-garde director of Tatami Galaxy;; Masaaki Yuasa;; Ping Pong the Animation serves a tale of ambition with its fair share of bumps along the way. Whatever the odds;; Peco and Smile will face them together.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pingu in the City ,Pingu in the City ,ピングー in ザ・シティ ,https://i.animepahe.com/posters/17a57956713bd9928fef19e25ef8f2cc.jpg ,26,Finished Airing ,Oct 07 2017 ,Oct 07 2017 ,DandeLion Animation Studio ,7 minutes ,Comedy;Kids;Slice of Life ,Pingu and his family move from their small village to the big city; in which there are many people with many different occupations. The ever-curious Pingu tries to join them at their jobs;; but his mischievous side gets the better of him and he ends up messing things up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pingu in the City (2018) ,Pingu in the City ,ピングー in ザ・シティ ,https://i.animepahe.com/posters/5fa9d4e753c9decc7557e0dae00cbb84.jpg ,26,Finished Airing ,Oct 06 2018 ,Oct 06 2018 ,DandeLion Animation Studio ,7 minutes ,Slice of Life;Comedy;Kids ,Pingu continues his misadventures in the big city;; now with even more different jobs for him to mess up as a result of his adorable clumsiness and affinity for mischief. Join him on his curious capers as he wreaks havoc across the city.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planet With , ,プラネット・ウィズ ,https://i.animepahe.com/posters/d7e269444b92a1436c3c61f09b6365c85ae013ed1d2e143b3d4bb19a4207f20f.jpg ,12,Finished Airing ,Jul 08 2018 ,Jul 08 2018 ,J.C.Staff ,23 minutes ,Action;Mecha;Sci-Fi ,"According to the theories of oneiromancy;; dreams of dragons represent the struggle of losing yourself to your own anger. Fittingly;; Souya Kuroi wakes up from a nightmare of a massive dragon destroying everything around him in a blaze of rainbow colored light. After being told that he lost his parents and memory in a strange accident;; the waking world becomes another nightmare in itself. With this dream being his only memory;; he has no choice but to be taken care of by his two strange guardians: the spunky and energetic maid Ginko;; and a huge cat known only as ""Sensei.""His new life is turned upside down when the denizens of Saromisaka City are beset by a teddy bear-shaped UFO. When military power proves to be ineffective;; seven mysterious people rise up to fight off the monstrosity. These heroes destroy the invader in a flurry of rainbow colored lights;; the very same lights that Souya saw in his nightmare.With the alien threat repelled;; these seven strangers find themselves facing a new adversary: Souya. Swearing vengeance upon the people who decimated his old life;; he begins his crusade against these ""heroes"" and becomes embroiled in a struggle of galactic proportions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planetarian: Chiisana Hoshi no Yume ,Planetarian ,planetarian～ちいさなほしのゆめ～ ,https://i.animepahe.com/posters/e8fec245f45f69f21feea3bf8d2f3630.jpg ,5,Finished Airing ,Jul 07 2016 ,Jul 07 2016 ,David Production ,18 minutes ,Sci-Fi;Drama ,"It is thirty years after the failure of the Space Colonization Program. Humanity is nearly extinct. A perpetual and deadly Rain falls on the Earth. Men known as ""Junkers"" plunder goods and artifacts from the ruins of civilization. One such Junker sneaks alone into the most dangerous of all ruins—a ""Sarcophagus City."" In the center of this dead city;; he discovers a pre-War planetarium. And as he enters he is greeted by Hoshino Yumemi;; a companion robot. Without a single shred of doubt;; she assumes he is the first customer she's had in 30 years. She attempts to show him the stars at once;; but the planetarium projector is broken. Unable to make heads or tails of her conversation;; he ends up agreeing to try and repair the projector...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planetarian: Hoshi no Hito , ,planetarian～星の人～ ,https://i.animepahe.com/posters/55c7dd47e793fd3b961361b926d372b13b11d5ca391edd34f5ce8a8fa2dfbdf2.jpg ,1,Finished Airing ,Sep 03 2016 ,Sep 03 2016 ,David Production ,117 minutes ,Sci-Fi;Drama ,"An adaptation of the visual-novel by Key;; Planetarian: Hoshi no Hito combines the story of the original work with an expansion that extends the narrative with content from the Hoshi no Hito light-novel sequel. In the future after much of the world has been devastated by nuclear and biological warfare;; a young scavenger or ""Junker"" exploring a quarantined and abandoned city comes across a service robot still faithfully awaiting customers in the rooftop planetarium of a department store. Against his pragmatic instincts he helps the robot repair the planetarium's projector: a decision which will change both their fates.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planetes ,Planetes ,プラネテス ,https://i.animepahe.com/posters/e526661ecbffcdae6f0b9b0017717626.jpg ,26,Finished Airing ,Oct 04 2003 ,Oct 04 2003 ,Sunrise ,25 minutes ,Drama;Romance;Sci-Fi;Seinen;Space ,"In 2075;; space travel is no longer just a dream;; but an everyday reality for mankind. Advancements in science and technology have led to the colonization of the moon;; the commercialization of outer space;; and the formation of large space corporations. Ai Tanabe;; an upbeat woman whose interests lie in the cosmos;; joins Technora Corporation as a member of their Debris Section;; a department dedicated to the removal of dangerous space junk between the orbits of the Earth and Moon.However;; Ai soon discovers how unappreciated her job is. As the laughingstock of Technora;; the Debris Section is severely understaffed;; poorly funded;; and is forced to use a dilapidated spaceship nicknamed the ""Toy Box"" for debris retrieval. Undeterred;; Ai perseveres and gradually becomes acquainted with the strange personalities that make up the Debris Section's staff;; such as the bumbling but good-natured chief clerk Philippe Myers; the mysterious and tight-lipped temp worker Edelgard Rivera; and the hotheaded and passionate Hachirouta Hoshino;; who longs for a spaceship to call his own.Planetes is an unconventional sci-fi series that portrays the vastness of space as a backdrop for the personal lives of ordinary people—people who may have been born on Earth;; but whose hopes and dreams lie amongst the stars.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plastic Memories ,Plastic Memories ,プラスティック・メモリーズ ,https://i.animepahe.com/posters/e6a57509733579526b36f8af4404f10c.jpg ,13,Finished Airing ,Apr 05 2015 ,Apr 05 2015 ,Doga Kobo ,24 minutes ,Sci-Fi;Drama;Romance ,"Eighteen-year-old Tsukasa Mizugaki has failed his college entrance exams;; but after pulling some strings;; he manages to land a job at the Sion Artificial Intelligence Corporation. SAI Corp is responsible for the creation of ""Giftias""—highly advanced androids which are almost indiscernible from normal humans. However;; unlike humans;; Giftias have a maximum lifespan of 81;;920 hours;; or around nine years and four months. Terminal Service One;; the station Tsukasa was assigned to;; is responsible for collecting Giftias that have met their expiration date;; before they lose their memories and become hostile.Promptly after joining Terminal Service One;; Tsukasa is partnered with a beautiful Giftia named Isla. She is a Terminal Service veteran and considered the best in Giftia retrievals;; contrary to her petite figure and placid nature. Time is fleeting though;; and Tsukasa must come to terms with his feelings for Isla before her time is up. No matter how much someone desires it;; nothing lasts forever.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plastic Neesan , ,＋チック姉さん ,https://i.animepahe.com/posters/f795b5b38d7d5122b694cb26e1af60d3.jpg ,12,Finished Airing ,May 16 2011 ,May 16 2011 ,TYO Animations ,2 minutes ,Comedy;School;Seinen ,"Iroe Genma is a third-year high school student often referred to as ""Elder Sister"" despite her short height. This troublemaking teenager is the president of her school's Model Club;; which is dedicated to building plastic models of various objects and structures;; such as cars;; boats;; and even robots.Joined by her two underclassmen;; the violent Hazuki ""Okappa"" Okamoto and the rational Makina ""Makimaki"" Sakamaki;; the small group aims to carry out their club duties but are often sidetracked by a myriad of distractions. From battles between club members to lessons on how to confess to your crush;; these three schoolgirls get caught up in all sorts of wacky;; and downright outrageous situations!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plunderer ,Plunderer ,プランダラ ,https://i.animepahe.com/posters/98c78c359debf4ba5243b7bda79ee51918539b27309595b182f45446032251c1.jpg ,24,Finished Airing ,Jan 09 2020 ,Jan 09 2020 ,GEEK TOYS ,22 minutes ,Action;Ecchi;Fantasy;Shounen ,"Alcia is a world governed by ""Count"": numbers engraved on a person's body;; representing any number related to their life. These Counts determine a person's social status and power in Alcia. If a Count reaches zero;; the person is sent to the Abyss;; a place rumored to be worse than death.Hina;; a traveler whose Count is based on the distance she traveled;; witnessed her mother get dragged down into the Abyss. Determined to fulfill her mother's last wishes;; she sets off on a journey in search of the legendary Aces—heroes of the war that happened three hundred years ago;; bearing a white star next to their Count.While wandering around;; Hina encounters Licht Bach;; a mysterious masked man with negative Count;; and Nana;; the owner of a tavern. In the midst of having a good time;; Hina is tricked into a battle with a military soldier. However;; despite his negative count;; Licht rescues Hina and reveals that he has another count;; one with a white star;; one of a legendary Ace.Plunderer follows the journey of Hina and other inhabitants of Alcia as they discover the truth about their world;; the Abyss;; and the legendary Aces.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon (2019) ,Pokemon Journeys: The Series ,ポケットモンスター ,https://i.animepahe.com/posters/be7eaf314cf99fc6b40d0e0a4a915dcb709b7208c422818ac7c7f3205ba7f0eb.jpg ,Unknown ,Currently Airing ,Nov 17 2019 ,Nov 17 2019 ,OLM ,23 minutes ,Action;Adventure;Comedy;Kids;Fantasy ,On a new day in the Kanto region;; Satoshi gets invited by Professor Yukinari Ookido over to Professor Sakuragi's lab-opening ceremony in Vermillion City. During the ceremonial speech;; Professor Sakuragi receives an alert of a possibly rare Pokémon appearing in Vermillion City's harbor;; leading Satoshi and the other trainers to rush to the area in hopes of finding the mysterious Pokémon. At the harbor;; they find Lugia—a Legendary Pokémon—engaged in combat with other trainers.Noticing the other trainers' tactics;; Satoshi has his partner;; Pikachu;; strike Lugia with a Thunderbolt attack. Unfazed;; Lugia flees;; but not before Satoshi determinedly leaps onto its back. To Satoshi's surprise;; he meets another boy;; Gou;; who leapt onto Lugia's back as well. The two ride on Lugia's back as it brings them along on a bizarre adventure across the seas. As it lets the two back on the ground;; Satoshi and Gou bid their farewells to Lugia and return to Sakuragi Institute.Impressed by Gou's findings and Satoshi's insight taken during their encounter;; Sakuragi requests for the duo to be his new research partners. And so the duo's journey begins;; traveling across multiple regions to meet many new Pokémon—including ones that have the ability to Gigantamax!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 01: Mewtwo no Gyakushuu ,Pokemon: The First Movie ,ポケットモンスター ミュウツーの逆襲 ,https://i.animepahe.com/posters/0f35f9102ef21af8f200a6cf156feb5b893b2c7c6e393013db76a7b56fb63aca.jpg ,1,Finished Airing ,Jul 18 1998 ,Jul 18 1998 ,OLM ,85 minutes ,Action;Adventure;Comedy;Kids;Drama;Fantasy ,It was a successful science experiment gone horribly wrong. When a team of scientists discovers the DNA of the ancient Pokémon Mew;; they harnessed the potential within it in an attempt to create the ultimate living weapon. With advanced cloning techniques and resources provided to them by Team Rocket crime syndicate leader Giovanni;; the scientists succeed in creating the powerful psychic Pokémon;; Mewtwo.Pokemon: Mewtwo no Gyakushuu reveals the terrifying power of Mewtwo as he learns that not only was he created to be an experiment;; but also to be a tool for Giovanni’s sinister dealings. Breaking free of his control;; Mewtwo creates his own island fortress and reconstructs the cloning technology that gave life to him.Under the guise of being a master Pokémon trainer;; Mewtwo lures the best trainers in the world to his base. Among these trainers are Ash Ketchum;; his loyal Pokémon Pikachu;; and their friends Brock and Misty. United together;; human and Pokémon alike;; they must not only discover the hidden secret of Mewtwo's plans;; but stand against his terrifying might. If they fail;; Mewtwo’s vengeance will not only lead to tyranny over all the Pokemon;; but also the extinction of the human race.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan ,Pokemon: The Movie 2000 ,ポケットモンスター 幻のポケモンルギア爆誕 ,https://i.animepahe.com/posters/fbc917a69c2977682c197bf6cdf5a63fffbb70c913957479cbee853927b64e2a.jpg ,1,Finished Airing ,Jul 17 1999 ,Jul 17 1999 ,OLM ,80 minutes ,Adventure;Comedy;Kids;Drama;Fantasy ,An ancient prophecy tells of a day when the titans of ice;; lightning;; and fire are disturbed. When this occurs;; Lugia;; the guardian of the sea;; will rise up and restore harmony. Enchanted by the words of the prophecy;; Gelardan;; a Pokémon collector;; sets out on his airship with a dreadful plan to capture Lugia by going after these three titans. After Gelardan makes his move;; drastic climate change begins to take place;; as terrible storms start popping up all over the globe. One such storm causes the ship carrying Pokémon trainers Satoshi;; Kasumi;; and Kenji to drift off course and land on Earthia Island. Upon arriving;; Satoshi is told of the ancient prophecy;; and of his destiny as the chosen one who will help Lugia restore balance to the world. With the fate of the world in his hands;; Satoshi must summon the courage to face the chaos that threatens to tear everything apart and stop Gelardan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 03: Kesshoutou no Teiou Entei ,Pokemon 3: The Movie ,ポケットモンスター 結晶塔の帝王 ENTEI ,https://i.animepahe.com/posters/0b0c007142722f1ba7bae005c74ef533e3513b8b7a36dc8798b95a9e3fde0249.jpg ,1,Finished Airing ,Jul 08 2000 ,Jul 08 2000 ,OLM ,91 minutes ,Action;Adventure;Comedy;Kids;Drama;Fantasy ,Mii Snowdon is left on her own after her father disappears while investigating the mysterious letter-shaped pokemon called the Unown. The only clue to her father's disappearance is a box containing several tiles. While playing with these tiles;; Mii makes a wish to see her father again;; and this wish awakens the Unown—who summon the lion-like;; legendary pokemon Entei to act as her father.Meanwhile;; Satoshi heads to Greenfield with his faithful pokemon companion;; Pikachu;; to meet with his friends;; Kasumi and Takeshi. When they reach the area;; they are shocked to find the place crystallized. They quickly learn that the Unown are responsible for this;; and that they will need to be defeated in order to restore Greenfield to its former beauty.The situation becomes personal when Satoshi's mother is kidnapped by Entei. To discover why his mother was taken away;; Satoshi;; along with his friends and pokemon;; must travel the crystallized landscape to confront Entei and the Unown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 04: Celebi Toki wo Koeta Deai ,Pokemon 4Ever ,ポケットモンスター セレビィ 時を越えた遭遇（であい） ,https://i.animepahe.com/posters/e2bf28959ef0b8f3bb2a97ca10346ec375d67ce0b9fa66f262a951dafc64629a.jpg ,1,Finished Airing ,Jul 07 2001 ,Jul 07 2001 ,OLM ,75 minutes ,Adventure;Comedy;Kids;Drama;Fantasy ,"40 years ago;; a Celebi was being attacked by a Pokemon Hunter. Luckily;; a young boy named Sammy saved Celebi. Using its Time Traveling power;; Celebi transported himself and Sammy 40 years into the future. There;; Ash;; Misty;; and Brock assist Sammy to the healing lake in the forest so they can heal the wounded Celebi. Unfortunately an evil Team Rocket member;; Viscious a.k.a. ""The Iron Masked Marauder",, tries to capture Celebi using his technology. As Ash and Co. try to get away from Viscious,, they also run into Jessie,, James,, and Meowth,," who also want to capture Celebi. Soon it becomes a race against time to get Celebi and Sammy back to the forest before Celebi is caught and is used to destroy the forest and themselves.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios ,Pokemon Heroes ,ポケットモンスター 水の都の護神 ラティアスとラティオス ,https://i.animepahe.com/posters/d13da1a9b1ef6a8cda7163375858f0ce710a92c515fc1868da35fd2ad96f89b1.jpg ,1,Finished Airing ,Jul 13 2002 ,Jul 13 2002 ,OLM ,74 minutes ,Adventure;Comedy;Drama;Fantasy;Kids ,As they continue their journey through the Johto region;; Satoshi and his friends visit Altomare;; an island city that hosts an annual racing event called the Pokémon Water Race. While Takeshi and Kasumi are enjoying themselves;; strange things seem to be happening to Satoshi—he somehow loses the water race;; sees some women attack a girl with their Pokémon;; and despite them saving her;; the girl later denies ever seeing Satoshi and Pikachu before!Fortunately for Satoshi;; his confusion clears up as he learns that the girl he and Pikachu saved earlier was actually a Pokémon named Latias;; who likes to disguise herself as her human friend;; Kanon. Latias and another Pokémon;; Latios;; are known as the Eon Pokémon;; as they inhabit and guard Altomare along with a mystical blue sphere called the Soul Dew. An ancient legend of Altomare is highly connected to the Eon Pokémon and the Soul Dew;; and is well known among the locals—as well as among Latias' earlier assailants;; the thief sisters Zanner and Lyon. As the thieves attempt to capture both the Eon Pokémon and the Soul Dew;; Satoshi is forced to act in order to stop them from bringing disaster to Altomare.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 06: Nanayo no Negaiboshi Jirachi ,Pokemon: Jirachi Wishmaker ,ポケットモンスター・アドバンスジェネレーション 七夜の願い星 ジラーチ ,https://i.animepahe.com/posters/30d8a84f303ae4d40502a53b472e79323c12b74255547614db9de8db8bd0c038.jpg ,1,Finished Airing ,Jul 19 2003 ,Jul 19 2003 ,OLM ,81 minutes ,Adventure;Comedy;Kids;Drama;Fantasy ,This is the 6th Movie.Satoshi;; Haruka;; Takeshi;; and Masato come upon the festival of the Wishing Star of Seven Nights. During their enjoyment;; the legendary pokemon;; Jirachi;; decends from the heavens and befriends Masato. Jirachi;; with the power to grant any wish;; is sought after by many people wanting to claim its power. One man seeks to use its legendary power to revive an ancient pokemon known as Groudon;; unaware of the dangers hidden within Jirachi's powers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys ,Pokemon: Destiny Deoxys ,ポケットモンスター アドバンスジェネレーション 裂空の訪問者 デオキシス ,https://i.animepahe.com/posters/4c504665b702c4feb98b61bf61d26305562d9d209cfda3ecd89471b06961512e.jpg ,1,Finished Airing ,Jul 17 2004 ,Jul 17 2004 ,OLM ,98 minutes ,Action;Sci-Fi;Adventure;Comedy;Kids;Fantasy ,Satoshi and his friends travel to LaRousse;; where they meet a boy named Tooi who is afraid of Pokemon due to an incident that happened four years earlier. Meanwhile;; Deoxys;; a Pokemon from space;; has reappeared;; putting a barrier around the city and kidnapping people. Rayquaza;; a Pokemon that lives in the atmosphere;; comes to fight it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario ,Pokemon: Lucario and the Mystery of Mew ,ポケットモンスターアドバンスジェネレーション ミュウと波導の勇者　ルカリオ ,https://i.animepahe.com/posters/dbe5060496c27a9731b14dc22e2fe8af68ecbaaf10ad30d6bd74798fc2513507.jpg ,1,Finished Airing ,Jul 16 2005 ,Jul 16 2005 ,OLM ,100 minutes ,Action;Adventure;Kids;Drama;Fantasy ,"This is the 8th Movie.In the town of Lohta;; a festival is thrown praising ""Aaron the Wave Leader Hero"" who;; according to the legend passed down through the town's generations;; stopped a war centuries ago by using the power of ""the Tree of the World's Origin."" Satoshi and Pikachu participate in a battle to decide this year's hero and after their victory;; they are chosen as the ""Wave Leader Hero."" A grand dance party is held in the castle to celebrate the victor;; but suddenly the phantom Pokemon Mew appears and takes Pikachu. Soon afterwards;; the Wave Leader Pokemon ""Lucario"" is freed from his centuries-long seal and meets Satoshi. Satoshi must solve the various mysteries of where Pikachu is;; what Mew's after;; what the secret of the legend of the Wave Leader is and how it ties in with Lucario's hidden past as he makes his way to ""the Tree of the World's Origin"" with Lucario.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy ,Pokemon: Pokemon Ranger and the Temple of the Sea ,ポケットモンスターアドバンスジェネレーション ポケモンレンジャーと蒼海の王子 マナフィ ,https://i.animepahe.com/posters/157af2305a718127ef79a703acbeefac1ff6fb8d0cbf4b7c143fe87d96029ac7.jpg ,1,Finished Airing ,Jul 15 2006 ,Jul 15 2006 ,OLM ,105 minutes ,Action;Adventure;Kids;Drama;Fantasy ,"Satoshi and his friends get lost in an unknown wasteland. They eventually come across a ""Water Pokemon Show"" performed by the star of the Mariner Troupe;; Hiromi. Hiromi is a descendant of the troupe of Water People able to communicate with water pokemon;; and she tells our heroes the legend that's been passed down by her people for generations. According to legend;; a temple the Water People built called ""The Water Temple Akuusha"" rests somewhere in the ocean;; and a treasure called ""The Water Crown"" is hidden there. It's said that no one has ever seen this treasure;; but that changes when a Pokemon Ranger named Jack Walker (aka Jackie) appears to chase aftert it.Jackie is on a top secret mission that has him protecting the egg of the leader of the water pokemon;; Manaphy. This pokemon;; called the ""Prince of the Sea;;"" needs to be taken to the Water Temple Akuusha;; so Satoshi-tachi and Hiromi decide to help him. Along the way;; a pirate named Phantom attacks our heroes from his great submarine. Phantom plans to use the Water Crown's power to help him conquer the world;; but he'll have to solve the mystery of Manaphy's egg first. When the Rocket-Dan get into the mix;; Jackie uses his Capture Styler to borrow the power of a nearby pokemon to stand up to them. Satoshi and Pikachu enter the fray;; but they still have to contend with the attacks of Phantom's powerful high tech mecha! Suddenly;; the egg starts to shine with a vivid light;; and Manpahy is born! What is the mystery of the legendary treasure? What mysterious powers does Manaphy have? Can Satoshi-tachi and Jackie complete their top secret mission? The journey to reach the Water Temple Akuusha has begun!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai ,Pokemon: The Rise Of Darkrai ,ポケットモンスター ダイヤモンド＆パール ディアルガVSパルキアVSダークライ ,https://i.animepahe.com/posters/0bb9a99f662dae4586001d9a53b44686e301adb37d7a18bccac898e8115cc257.jpg ,1,Finished Airing ,Jul 15 2007 ,Jul 15 2007 ,OLM ,90 minutes ,Action;Adventure;Comedy;Drama;Fantasy;Kids ,The beautiful Alamos Town is home to a pair of century-old structures known as the Space-Time Towers;; built by the architect Godey to play orchestral music in the area. The towers are also home to the Alamos Town Contest Hall;; which is the next destination for Hikari;; Satoshi;; and Takeshi in their journey through the Sinnoh region. A woman named Alice and her partner Chimchar are happy to guide Satoshi and his friends through the town and its hallmarks.But the tour is suddenly interrupted when Alice's friend Tonio notices a wave of dimensional disturbances throughout the town—all of which is blamed on an ominous Pokémon named Darkrai. The space-time disturbances continue to intensify as two legendary Pokémon;; the Temporal Pokémon Dialga and the Spatial Pokémon Palkia;; appear to duel each other;; isolating the town and everyone present in it from the world into another dimension!As he learns that this event was foreseen long ago;; Tonio finds that his great-grandfather left behind a way to stop the dueling Pokémon. Will Satoshi and his friends be able to use this last resort to save Alamos Town from vaporizing between the dimensions?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi ,Pokemon: Giratina and the Sky Warrior ,ポケットモンスター ダイヤモンド&パール ギラティナと氷空の花束 シェイミ ,https://i.animepahe.com/posters/8541bc22d0cc7c0d453aa61cec9cf1ab708bbbbf42565b21ade10e31f1b6352f.jpg ,1,Finished Airing ,Jul 19 2008 ,Jul 19 2008 ,OLM ,96 minutes ,Action;Adventure;Fantasy;Kids ,The legendary Renegade Pokémon;; Giratina;; encounters the Temporal Pokémon Dialga by a lake and successfully manages to drag Dialga into its home—an alternate dimension separate from the normal world. But a small green Pokémon gets gotten dragged in as well—and though it somehow escapes;; Dialga uses this opportunity to escape as well after preventing Giratina from chasing after it.After accidentally ruining Satoshi and his friends' picnic;; the green Pokémon is taken to the Pokémon Center where it is treated for injuries and introduced as Shaymin;; the mythical Gratitude Pokémon. Using telepathy;; Shaymin demands that Satoshi;; Hikari;; and Takeshi take it somewhere. But before they can find out where to go;; the group find themselves being pursued by both Giratina and a strange man named Zero—both in search of little Shaymin! Will Satoshi and his friends be able to find Shaymin's desired place while keeping themselves out of danger?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 12: Arceus Choukoku no Jikuu e ,Pokemon: Arceus and the Jewel of Life ,ポケットモンスター ダイヤモンド&パール アルセウス 超克の時空へ ,https://i.animepahe.com/posters/3d640f8fca6f98f28e91088ac596a23e61ec5bd326af7c9cd1ab579f4542b082.jpg ,1,Finished Airing ,Jul 18 2009 ,Jul 18 2009 ,OLM ,94 minutes ,Action;Adventure;Comedy;Drama;Fantasy;Kids ,In ages long forgotten;; when Earth found itself on a collision course with a meteor;; Legendary Pokémon Arceus used its power to avert the danger. However;; this feat caused the 16 Plates surrounding it to scatter across the world. Without the Plates providing Arceus with life energy;; it began to die. A human named Damon managed to find one of the Plates and returned it to the moribund Pokémon;; helping it recover. As a reward;; Arceus created the Jewel of Life and gave it to the people of Michina Town;; stipulating that it must be returned;; but the humans refused;; hogging the Jewel to themselves. In the battle that ensued;; Damon was killed and Arceus went into slumber;; vowing to punish humanity upon its return.Satoshi and his companions arrive in Michina Town where they come across Sheena;; a descendant of Damon;; who claims to be in possession of the Jewel of Life and intends on giving it back to Arceus when it awakens.The situation takes an unexpected turn when Arceus;; despite Sheena's best intentions;; remains unsatisfied. Satoshi must now prevent the destruction of the entire human race;; as Arceus' fury causes distortions in the fabric of the universe;; enraging the Legendary trio—Dialga;; Palkia;; and Giratina—and disturbing the world's balance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Movie 13: Genei no Hasha Zoroark ,Pokemon: Zoroark: Master of Illusions ,ポケットモンスター ダイヤモンド&パール 幻影の覇者 ゾロアーク ,https://i.animepahe.com/posters/447a6328cc09ccbbe252d49e29831b744f1858d62801c433f8a382295bc4d062.jpg ,1,Finished Airing ,Jul 10 2010 ,Jul 10 2010 ,OLM ,96 minutes ,Action;Adventure;Fantasy;Kids ,The shapeshifting Pokémon Zorua and Zoroark are captured by a mysterious group intent on using their illusory powers for their own gain. They unleash Zoroark on Crown City;; forcing her beforehand to take the form of Suicune;; Entei;; and Raikou;; the guardians of the town.As Satoshi and his companions visit Crown City to watch the much-anticipated Pokémon Baccer World Cup;; they encounter Zorua;; who managed to escape captivity. At the same time;; Zoroark goes on a rampage;; unaware of Zorua's breakout. Disguised as the Legendary Beast Trio;; she starts destroying the city and terrorizing its inhabitants.Will Satoshi manage to stop the deranged Pokémon before Crown City perishes? Will the sudden arrival of long-unseen Celebi change the outcome of the seemingly inevitable clash between Zoroark and the impersonated Legendary Beasts?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
